Internship ID,Student ID,Organization ID,Internship Name,Career Path,Is Desired Career Path,Interviewed?,Accepted?,Completed?,Start Date,End Date
246,21,48,Asw Operations Center Electronic Warfare Analyst Intern,Military Specific Occupations,False,True,True,False,2029-01-12,2029-03-07
247,21,45,Railway Switch Operator Intern,Educational Instruction and Library Occupations,False,True,False,False,2029-01-19,2029-04-13
248,21,99,Gcs Mk 160 Mod 4 Fire Control Technician Intern,Sales and Related Occupations,True,True,False,False,2029-01-26,2029-03-05
249,23,42,Quality Assurance Inspector Intern,Building and Grounds Cleaning and Maintenance Occupations,False,False,False,False,2025-01-07,2025-02-12
250,23,98,Operations Manager Intern,Healthcare Practitioners and Technical Occupations,False,True,True,False,2025-01-14,2025-03-10
251,23,45,Adult Nurse Practitioner Intern,Military Specific Occupations,True,False,False,False,2025-01-05,2025-04-03
252,24,25,Journey Level Plasterer Intern,Military Specific Occupations,False,False,False,False,2025-01-11,2025-02-20
253,24,50,Executive Assistant Intern,Computer and Mathematical Occupations,True,True,True,False,2025-01-07,2025-03-31
254,24,6,Petroleum Refining Equipment Operator Intern,Sales and Related Occupations,False,True,False,False,2025-01-03,2025-03-16
255,24,99,Licensed Vocational Nurse Intern,"Life, Physical, and Social Science Occupations",False,True,False,False,2025-01-22,2025-04-19
256,24,49,Tile Mason Intern,Food Preparation and Serving Related Occupations,False,True,False,False,2025-01-07,2025-03-12
257,24,74,State Highway Police Officer Intern,Computer and Mathematical Occupations,False,True,True,True,2026-01-27,2026-04-16
258,24,70,Acute Care Nurse Practitioner Intern,Educational Instruction and Library Occupations,True,False,False,False,2027-01-27,2027-03-16
259,24,85,Railroad Engineer Intern,"Life, Physical, and Social Science Occupations",True,False,False,False,2027-01-07,2027-02-12
260,24,40,Fluid Pump Operator Intern,Management Occupations,False,True,True,False,2027-01-19,2027-03-10
261,24,9,Incoming Freight Clerk Intern,Legal Occupations,True,False,False,False,2028-01-30,2028-04-18
262,24,3,Electrical Design Technician Intern,Architecture and Engineering Occupations,False,False,False,False,2028-01-16,2028-02-27
263,24,14,Line Feeder Intern,Production Occupations,True,True,True,False,2029-01-11,2029-02-28
264,24,5,Electroplating Sales Representative Intern,Protective Service Occupations,False,False,False,False,2029-01-25,2029-03-03
265,24,71,Cold Storage Supervisor Intern,Military Specific Occupations,True,True,False,False,2029-01-25,2029-03-27
266,24,78,Ranch Hand Intern,Building and Grounds Cleaning and Maintenance Occupations,True,False,False,False,2029-01-18,2029-03-17
267,24,53,Underwater Welder Intern,Legal Occupations,True,True,True,True,2030-01-26,2030-03-24
268,24,18,Marine Architect Intern,"Installation, Maintenance, and Repair Occupations",False,False,False,False,2030-01-12,2030-03-19
269,24,57,Civil Engineering Professor Intern,Building and Grounds Cleaning and Maintenance Occupations,False,False,False,False,2030-01-08,2030-02-09
270,24,3,Automotive Technology Instructor Intern,Production Occupations,False,False,False,False,2031-01-18,2031-02-28
271,24,17,Information Systems Director Intern,Architecture and Engineering Occupations,False,True,True,False,2031-01-24,2031-03-23
272,24,73,Animal Cruelty Investigator Intern,Educational Instruction and Library Occupations,False,True,False,False,2031-01-20,2031-04-06
273,25,79,Logging Shovel Operator Intern,Office and Administrative Support Occupations,True,False,False,False,2026-01-29,2026-04-11
274,25,56,Topographer Intern,Production Occupations,False,True,True,True,2026-01-26,2026-04-07
275,25,13,Brick Maker Intern,Computer and Mathematical Occupations,False,False,False,False,2027-01-13,2027-03-14
276,25,95,Housetrailer Servicer Intern,Transportation and Material Moving Occupations,True,True,True,True,2027-01-04,2027-03-25
277,25,77,Anesthetist Intern,Building and Grounds Cleaning and Maintenance Occupations,False,True,True,True,2028-01-11,2028-03-15
278,25,20,Traffic Court Referee Intern,Sales and Related Occupations,True,False,False,False,2028-01-09,2028-04-07
279,25,24,P-3 Armament/Ordnance Ima Technician Intern,"Installation, Maintenance, and Repair Occupations",True,True,False,False,2028-01-03,2028-02-14
280,25,91,High School English Teacher Intern,Architecture and Engineering Occupations,False,True,True,False,2029-01-25,2029-03-25
281,25,58,Hydraulic Lift Driver Intern,Protective Service Occupations,False,False,False,False,2029-01-16,2029-03-11
282,25,9,Speech and Language Specialist Intern,Transportation and Material Moving Occupations,False,True,False,False,2029-01-29,2029-03-08
283,25,61,Contact Lens Fitter Intern,Office and Administrative Support Occupations,True,False,False,False,2029-01-28,2029-03-16
284,25,24,Radioisotope Technologist Intern,Computer and Mathematical Occupations,True,False,False,False,2030-01-07,2030-03-25
285,25,73,Employee Benefits Manager Intern,Protective Service Occupations,True,True,True,True,2030-01-23,2030-04-22
286,25,68,Signalman Intern,Building and Grounds Cleaning and Maintenance Occupations,False,True,True,False,2031-01-25,2031-04-01
287,25,96,Management Information Systems Director Intern,Military Specific Occupations,True,False,False,False,2031-01-02,2031-03-02
288,25,5,Home Economics Expert Intern,Business and Financial Operations Occupations,True,False,False,False,2031-01-02,2031-02-27
289,25,67,Bindery Machine Operator Intern,"Installation, Maintenance, and Repair Occupations",True,False,False,False,2032-01-11,2032-02-12
290,27,17,Photonics Engineer Intern,Production Occupations,False,False,False,False,2026-01-29,2026-04-03
291,27,38,Professional Roller Skater Intern,Military Specific Occupations,True,False,False,False,2026-01-28,2026-04-16
292,27,15,Chief Counterintelligence/Human Intelligence Sergeant Intern,Construction and Extraction Occupations,False,False,False,False,2026-01-09,2026-03-21
293,27,89,Tugboat Pilot Intern,Construction and Extraction Occupations,True,False,False,False,2027-01-15,2027-03-19
294,27,83,Respiratory Therapy Technician Intern,Building and Grounds Cleaning and Maintenance Occupations,True,False,False,False,2027-01-11,2027-03-13
295,27,26,Fire Extinguisher Installer Intern,Building and Grounds Cleaning and Maintenance Occupations,False,True,True,True,2027-01-30,2027-04-05
296,27,78,Automotive Brake Specialist Intern,Healthcare Support Occupations,True,False,False,False,2028-01-24,2028-04-14
297,27,56,Textile Conservator Intern,Food Preparation and Serving Related Occupations,True,False,False,False,2028-01-22,2028-03-12
298,27,62,Marketing Director Intern,Construction and Extraction Occupations,False,False,False,False,2028-01-21,2028-03-25
299,27,90,Podiatric Physician Intern,Food Preparation and Serving Related Occupations,True,False,False,False,2029-01-14,2029-02-18
300,27,94,Educational Psychologists Intern,Food Preparation and Serving Related Occupations,False,False,False,False,2029-01-21,2029-03-18
301,27,42,Car Ferry Captain Intern,Business and Financial Operations Occupations,False,False,False,False,2030-01-17,2030-02-23
302,27,63,Wall Insulation Sprayer Intern,Office and Administrative Support Occupations,True,False,False,False,2031-01-18,2031-03-26
303,27,29,Court Messenger Intern,Construction and Extraction Occupations,True,False,False,False,2031-01-11,2031-04-02
304,27,51,Piano Player Intern,Sales and Related Occupations,True,False,False,False,2031-01-15,2031-02-20
305,27,73,Roofer Helper Intern,Business and Financial Operations Occupations,True,False,False,False,2032-01-21,2032-04-08
306,27,93,Shoe Sewing Machine Operator and Tender Intern,Management Occupations,True,False,False,False,2032-01-25,2032-03-02
307,27,98,Profession Cyclist Intern,Computer and Mathematical Occupations,False,False,False,False,2032-01-22,2032-04-06
308,28,16,Log Processor Operator Intern,Management Occupations,True,True,True,False,2027-01-17,2027-03-03
309,28,75,Mobility Scooter Repairer Intern,Management Occupations,False,True,True,False,2028-01-13,2028-04-04
310,28,96,Aoc Plans - Intelligence Officer Chief Intern,"Arts, Design, Entertainment, Sports, and Media Occupations",False,False,False,False,2028-01-05,2028-03-20
311,29,41,Granite-Chip Terrazzo  Finisher Intern,Legal Occupations,False,False,False,False,2027-01-06,2027-03-24
312,29,1,Lasting Machine Operator Intern,Military Specific Occupations,False,True,True,False,2027-01-19,2027-03-01
313,29,67,Railway Equipment Operator Intern,Healthcare Support Occupations,True,True,False,False,2027-01-05,2027-04-01
314,29,44,Oil Burner Repairer Intern,Production Occupations,False,False,False,False,2028-01-07,2028-02-24
315,29,53,Log Peeler Intern,Management Occupations,True,True,True,True,2028-01-27,2028-04-01
316,29,64,Bridge Inspector Intern,"Arts, Design, Entertainment, Sports, and Media Occupations",True,False,False,False,2029-01-22,2029-03-27
317,29,26,Rail Loader Intern,Educational Instruction and Library Occupations,True,False,False,False,2029-01-19,2029-02-23
318,29,7,Advertising Agent Intern,Building and Grounds Cleaning and Maintenance Occupations,False,False,False,False,2029-01-13,2029-03-14
319,29,85,Oncology Social Worker Intern,Transportation and Material Moving Occupations,False,True,True,True,2030-01-15,2030-03-31
320,29,23,Fire Safety Inspector Intern,Food Preparation and Serving Related Occupations,True,False,False,False,2030-01-06,2030-03-10
321,29,26,Chain Link Fence Installer Intern,Legal Occupations,True,True,True,True,2031-01-06,2031-04-03
322,29,16,Columnist Intern,Food Preparation and Serving Related Occupations,True,True,False,False,2031-01-08,2031-03-10
323,29,51,Computer Systems Security Analyst Intern,Healthcare Support Occupations,False,False,False,False,2032-01-08,2032-02-25
324,29,51,Air Antisubmarine Officer Intern,Computer and Mathematical Occupations,False,False,False,False,2033-01-03,2033-03-02
325,29,93,Research Geologist Intern,Computer and Mathematical Occupations,False,True,True,False,2033-01-08,2033-03-07
326,29,43,Log Grader Intern,"Arts, Design, Entertainment, Sports, and Media Occupations",False,False,False,False,2033-01-29,2033-03-04
327,30,87,Medical Physics Professor Intern,Food Preparation and Serving Related Occupations,False,True,True,False,2027-01-07,2027-03-08
328,30,58,Tobacco Drier Operator Intern,"Farming, Fishing, and Forestry Occupations",True,True,False,False,2027-01-09,2027-02-14
329,30,32,Dermatopathologist Intern,Management Occupations,True,True,False,False,2027-01-25,2027-03-20
330,30,40,Fresco Artist Intern,Business and Financial Operations Occupations,False,False,False,False,2027-01-08,2027-03-27
331,30,55,Emergency Preparedness Coordinator Intern,Management Occupations,False,True,False,False,2027-01-13,2027-03-31
332,30,15,Sociocultural Anthropology Professor Intern,Business and Financial Operations Occupations,True,True,True,False,2028-01-14,2028-02-17
333,30,56,Crane Rigger Intern,Legal Occupations,True,False,False,False,2028-01-18,2028-04-16
334,30,25,Transformer Assembler Intern,"Life, Physical, and Social Science Occupations",True,True,True,False,2029-01-18,2029-03-19
335,30,43,RRT Intern,Personal Care and Service Occupations,True,False,False,False,2029-01-15,2029-02-22
336,30,8,Book Reviewer Intern,Legal Occupations,True,False,False,False,2029-01-04,2029-02-06
337,30,74,Glue Reel Operator Intern,Construction and Extraction Occupations,False,True,True,False,2030-01-24,2030-04-08
338,30,47,Metal Engraver Intern,Business and Financial Operations Occupations,True,False,False,False,2030-01-09,2030-03-20
339,30,37,Emergency Medicine Specialist Intern,Legal Occupations,True,False,False,False,2030-01-11,2030-04-01
340,30,40,Railway Engineer Intern,Educational Instruction and Library Occupations,False,True,True,True,2031-01-22,2031-04-16
341,30,99,Family Practice Medical Doctor Intern,Sales and Related Occupations,True,True,False,False,2031-01-19,2031-03-11
342,30,13,CNC Operator Intern,Healthcare Support Occupations,True,False,False,False,2031-01-02,2031-03-04
343,30,23,Railroad Car Painter Intern,Community and Social Service Occupations,True,True,False,False,2031-01-17,2031-02-23
344,30,89,Foot and Ankle Surgeon Intern,Building and Grounds Cleaning and Maintenance Occupations,False,True,True,True,2032-01-08,2032-03-29
345,30,83,Log Cutter Intern,Construction and Extraction Occupations,False,False,False,False,2032-01-21,2032-03-08
346,30,38,Enlisted Aircrew/Aerial Observer/Gunner Intern,Sales and Related Occupations,True,False,False,False,2032-01-16,2032-02-21
347,30,57,Electronic Warfare Technician Intern,Building and Grounds Cleaning and Maintenance Occupations,False,False,False,False,2033-01-10,2033-03-01
